,id,user_id,image_url,scientific_name,iconic_taxon_name,taxon_id
34931,103484418,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173207658/medium.jpeg,Phedimus spurius,Plantae,204380
34934,103487176,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173212551/medium.jpeg,Bistorta carnea,Plantae,752467
34936,103487471,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173212807/medium.jpeg,Phedimus spurius,Plantae,204380
34939,103488926,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173215455/medium.jpeg,Bistorta carnea,Plantae,752467
34941,103489086,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173215795/medium.jpeg,Rhododendron caucasicum,Plantae,546910
34943,103489352,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173216215/medium.jpeg,Betonica macrantha,Plantae,906115
34953,103490142,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173218068/medium.jpeg,Bistorta carnea,Plantae,752467
34977,103517371,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173270975/medium.jpeg,Rhododendron caucasicum,Plantae,546910
34979,103519546,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/173176653/medium.jpg,Veronica gentianoides,Plantae,509258
34984,103521226,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173278323/medium.jpeg,Rhododendron caucasicum,Plantae,546910
34994,103521839,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173279409/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35004,103522526,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173280691/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35006,103522633,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173280937/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35041,103528654,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173293482/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35047,103529449,4434972,https://static.inaturalist.org/photos/173295241/medium.jpg,Betonica macrantha,Plantae,906115
35057,103531217,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173299227/medium.jpeg,Phedimus spurius,Plantae,204380
35070,103532342,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173300625/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35073,103532409,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173301034/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35079,103533033,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173302428/medium.jpeg,Betonica macrantha,Plantae,906115
35172,103591491,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173414169/medium.jpeg,Betonica macrantha,Plantae,906115
35189,103598103,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173426346/medium.jpeg,Phedimus spurius,Plantae,204380
35196,103599255,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173429120/medium.jpeg,Betonica macrantha,Plantae,906115
35197,103599348,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173429194/medium.jpeg,Chamaenerion colchicum,Plantae,564922
35220,103630956,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173490934/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35236,103632542,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173494089/medium.jpeg,Betonica macrantha,Plantae,906115
35245,103633669,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173496429/medium.jpeg,Betonica macrantha,Plantae,906115
35263,103636280,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173501105/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35270,103636664,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173501916/medium.jpeg,Bistorta carnea,Plantae,752467
35272,103637235,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173502926/medium.jpeg,Betonica macrantha,Plantae,906115
35280,103637546,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173503433/medium.jpeg,Bistorta carnea,Plantae,752467
35284,103637706,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173503691/medium.jpeg,Phedimus spurius,Plantae,204380
35289,103637900,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173504062/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35300,103638696,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173505521/medium.jpeg,Phedimus spurius,Plantae,204380
35304,103638869,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173505814/medium.jpeg,Betonica macrantha,Plantae,906115
35309,103639113,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173506175/medium.jpeg,Rhododendron luteum,Plantae,129083
35310,103639421,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173506944/medium.jpeg,Phedimus spurius,Plantae,204380
35330,103681058,4434972,https://static.inaturalist.org/photos/173584235/medium.jpg,Bistorta carnea,Plantae,752467
35331,103681065,4434972,https://static.inaturalist.org/photos/173584248/medium.jpg,Bistorta carnea,Plantae,752467
35363,103719970,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/173657416/medium.jpg,Chamaenerion colchicum,Plantae,564922
35380,103766719,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173749514/medium.jpeg,Phedimus spurius,Plantae,204380
35395,103768943,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173753764/medium.jpeg,Salvia verticillata,Plantae,128689
35502,103825085,3175852,https://inaturalist-open-data.s3.amazonaws.com/photos/173865674/medium.jpeg,Betonica macrantha,Plantae,906115
35514,103910045,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174026778/medium.jpeg,Rhododendron luteum,Plantae,129083
35518,103910058,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174026897/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35528,103910082,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174027118/medium.jpeg,Veronica gentianoides,Plantae,509258
35531,103910089,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174027187/medium.jpeg,Phedimus spurius,Plantae,204380
35532,103910090,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174027201/medium.jpeg,Bistorta carnea,Plantae,752467
35534,103949538,5258158,https://inaturalist-open-data.s3.amazonaws.com/photos/174110332/medium.jpeg,Phedimus spurius,Plantae,204380
35546,103987941,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174171533/medium.jpeg,Betonica macrantha,Plantae,906115
35549,103987948,4340030,https://inaturalist-open-data.s3.amazonaws.com/photos/174171588/medium.jpeg,Bistorta carnea,Plantae,752467
35606,104045617,1417423,https://inaturalist-open-data.s3.amazonaws.com/photos/174284664/medium.jpeg,Rhododendron luteum,Plantae,129083
35631,104110072,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174391181/medium.jpg,Bistorta carnea,Plantae,752467
35634,104110081,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174391583/medium.jpg,Veronica gentianoides,Plantae,509258
35635,104110082,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174391679/medium.jpg,Betonica macrantha,Plantae,906115
35636,104111335,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174390789/medium.jpg,Veronica gentianoides,Plantae,509258
35644,104112074,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174390802/medium.jpg,Veronica gentianoides,Plantae,509258
35655,104114166,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174412600/medium.jpg,Bistorta carnea,Plantae,752467
35680,104116157,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174414419/medium.jpg,Rhododendron caucasicum,Plantae,546910
35688,104117418,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174413358/medium.jpg,Chamaenerion colchicum,Plantae,564922
35690,104117425,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174413824/medium.jpg,Chamaenerion colchicum,Plantae,564922
35710,104119959,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174423228/medium.jpg,Veronica gentianoides,Plantae,509258
35718,104120947,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174425234/medium.jpg,Veronica gentianoides,Plantae,509258
35728,104121338,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174427796/medium.jpg,Bistorta carnea,Plantae,752467
35730,104121347,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/174428609/medium.jpg,Veronica gentianoides,Plantae,509258
35783,104193048,762037,https://inaturalist-open-data.s3.amazonaws.com/photos/174565037/medium.jpeg,Bistorta carnea,Plantae,752467
35788,104193076,762037,https://inaturalist-open-data.s3.amazonaws.com/photos/174565257/medium.jpeg,Betonica macrantha,Plantae,906115
35790,104193084,762037,https://inaturalist-open-data.s3.amazonaws.com/photos/174565346/medium.jpeg,Phedimus spurius,Plantae,204380
35798,104193107,762037,https://inaturalist-open-data.s3.amazonaws.com/photos/174565658/medium.jpeg,Phedimus spurius,Plantae,204380
35802,104193119,762037,https://inaturalist-open-data.s3.amazonaws.com/photos/174565777/medium.jpeg,Phedimus spurius,Plantae,204380
35803,104193121,762037,https://inaturalist-open-data.s3.amazonaws.com/photos/174565803/medium.jpeg,Phedimus spurius,Plantae,204380
35829,104210790,447534,https://inaturalist-open-data.s3.amazonaws.com/photos/174599072/medium.jpg,Rhododendron luteum,Plantae,129083
35864,104346484,5044241,https://static.inaturalist.org/photos/174824001/medium.jpeg,Rhododendron luteum,Plantae,129083
35865,104346485,5044241,https://static.inaturalist.org/photos/174824432/medium.jpeg,Rhododendron caucasicum,Plantae,546910
35885,104409492,5044241,https://static.inaturalist.org/photos/174940047/medium.jpeg,Phedimus spurius,Plantae,204380
35893,104413906,4434972,https://static.inaturalist.org/photos/174951459/medium.jpg,Rhododendron caucasicum,Plantae,546910
35990,104531765,2626171,https://inaturalist-open-data.s3.amazonaws.com/photos/175173003/medium.jpeg,Rhododendron luteum,Plantae,129083
35991,104542080,3234214,https://inaturalist-open-data.s3.amazonaws.com/photos/175192435/medium.jpeg,Rhododendron luteum,Plantae,129083
36082,104777424,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/175640621/medium.jpg,Phedimus spurius,Plantae,204380
36161,104821101,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/175725573/medium.jpg,Rhododendron luteum,Plantae,129083
36186,104867202,4434972,https://static.inaturalist.org/photos/175813365/medium.jpg,Phedimus spurius,Plantae,204380
36187,104867208,4434972,https://static.inaturalist.org/photos/175813392/medium.jpg,Phedimus spurius,Plantae,204380
36191,104912917,3182928,https://inaturalist-open-data.s3.amazonaws.com/photos/175904197/medium.jpg,Veronica gentianoides,Plantae,509258
36252,105248240,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/176548852/medium.jpg,Chamaenerion colchicum,Plantae,564922
36270,105282973,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/176615333/medium.jpg,Veronica gentianoides,Plantae,509258
36278,105309916,4434972,https://static.inaturalist.org/photos/176669317/medium.jpeg,Veronica gentianoides,Plantae,509258
36291,105331191,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/176708126/medium.jpg,Gymnadenia conopsea,Plantae,131610
36298,105365193,2501751,https://inaturalist-open-data.s3.amazonaws.com/photos/176774198/medium.jpeg,Betonica macrantha,Plantae,906115
36303,105367279,2501751,https://inaturalist-open-data.s3.amazonaws.com/photos/176777708/medium.jpeg,Bistorta carnea,Plantae,752467
36316,105373336,2501751,https://inaturalist-open-data.s3.amazonaws.com/photos/176787747/medium.jpeg,Rhododendron caucasicum,Plantae,546910
36317,105379851,2956442,https://inaturalist-open-data.s3.amazonaws.com/photos/176799777/medium.jpeg,Gymnadenia conopsea,Plantae,131610
36326,105423639,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/176882277/medium.jpg,Chamaenerion colchicum,Plantae,564922
36331,105423647,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/176882401/medium.jpg,Chamaenerion colchicum,Plantae,564922
36339,105424218,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/176883285/medium.jpg,Phedimus spurius,Plantae,204380
36362,105425260,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/176884843/medium.jpg,Phedimus spurius,Plantae,204380
36374,105425768,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/176885032/medium.jpg,Betonica macrantha,Plantae,906115
36472,105567862,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/177154153/medium.jpg,Chamaenerion colchicum,Plantae,564922
36473,105595276,739114,https://inaturalist-open-data.s3.amazonaws.com/photos/177150494/medium.jpg,Phedimus spurius,Plantae,204380
36486,105605899,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/177228473/medium.jpg,Hippophae rhamnoides,Plantae,163812
36488,105606025,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/177228638/medium.jpg,Pinus sylvestris hamata,Plantae,864581
36496,105653714,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/177320074/medium.jpg,Veronica gentianoides,Plantae,509258
36533,105739820,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/177483589/medium.jpg,Bistorta carnea,Plantae,752467
36549,105828725,3182928,https://inaturalist-open-data.s3.amazonaws.com/photos/177656976/medium.jpg,Betonica macrantha,Plantae,906115
36620,106424670,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/178776123/medium.jpg,Phedimus spurius,Plantae,204380
36624,106425023,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/178776624/medium.jpg,Betonica macrantha,Plantae,906115
36626,106425104,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/178777000/medium.jpg,Phedimus spurius,Plantae,204380
36629,106478019,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/178875315/medium.jpg,Gymnadenia conopsea,Plantae,131610
36644,107102005,3182928,https://inaturalist-open-data.s3.amazonaws.com/photos/180066520/medium.jpg,Gymnadenia conopsea,Plantae,131610
36649,107103071,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/180068634/medium.jpg,Betonica macrantha,Plantae,906115
36669,107104019,3681009,https://inaturalist-open-data.s3.amazonaws.com/photos/180070448/medium.jpg,Veronica gentianoides,Plantae,509258
36689,107362475,3182928,https://inaturalist-open-data.s3.amazonaws.com/photos/180554488/medium.jpg,Chamaenerion colchicum,Plantae,564922
36754,107650083,5345167,https://inaturalist-open-data.s3.amazonaws.com/photos/181094063/medium.jpeg,Veronica gentianoides,Plantae,509258
36769,107973887,5343345,https://inaturalist-open-data.s3.amazonaws.com/photos/181698949/medium.jpg,Rhododendron caucasicum,Plantae,546910
36785,108299754,5345167,https://inaturalist-open-data.s3.amazonaws.com/photos/182315223/medium.jpeg,Phedimus spurius,Plantae,204380
36840,108436500,3182928,https://inaturalist-open-data.s3.amazonaws.com/photos/182570626/medium.jpg,Gymnadenia conopsea,Plantae,131610
36908,108530764,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/182721635/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
36919,108530785,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/182724541/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
37063,109210222,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184022085/medium.jpeg,Hippophae rhamnoides,Plantae,163812
37074,109210233,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184022401/medium.jpeg,Salvia verticillata,Plantae,128689
37076,109210239,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184022520/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
37125,109278503,5365343,https://static.inaturalist.org/photos/184148067/medium.jpeg,Veronica gentianoides,Plantae,509258
37165,109291699,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184171782/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37229,109327960,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184243259/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37230,109339857,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184265999/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37232,109340913,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184268072/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37233,109340968,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184268499/medium.jpg,Betonica macrantha,Plantae,906115
37255,109378970,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184340565/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37269,109380151,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184308747/medium.jpeg,Veronica gentianoides,Plantae,509258
37273,109380156,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184308845/medium.jpeg,Phedimus spurius,Plantae,204380
37279,109380163,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184309097/medium.jpg,Salvia verticillata,Plantae,128689
37280,109380168,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184309147/medium.jpeg,Betonica macrantha,Plantae,906115
37316,109380881,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184343985/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37413,109452279,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184475820/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37414,109452675,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184476712/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37427,109461461,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184483366/medium.jpeg,Salvia verticillata,Plantae,128689
37434,109461491,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184484528/medium.jpeg,Gymnadenia conopsea,Plantae,131610
37438,109461505,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184484914/medium.jpeg,Salvia verticillata,Plantae,128689
37443,109461514,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184485334/medium.jpeg,Chamaenerion colchicum,Plantae,564922
37456,109461721,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184493196/medium.jpg,Veronica gentianoides,Plantae,509258
37458,109463032,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184495684/medium.jpg,Rhododendron caucasicum,Plantae,546910
37459,109465266,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184499345/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37460,109471184,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184509617/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37465,109473466,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184509941/medium.jpeg,Hippophae rhamnoides,Plantae,163812
37469,109473477,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184510623/medium.jpeg,Phedimus spurius,Plantae,204380
37502,109507830,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184578042/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37503,109508313,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184578957/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37525,109614689,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/184776167/medium.jpg,Phedimus spurius,Plantae,204380
37537,109618752,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184673143/medium.jpeg,Phedimus spurius,Plantae,204380
37561,109618794,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184681280/medium.jpeg,Rhododendron luteum,Plantae,129083
37571,109618809,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184783217/medium.jpg,Chamaenerion colchicum,Plantae,564922
37578,109618821,2496990,https://inaturalist-open-data.s3.amazonaws.com/photos/184783696/medium.jpg,Gymnadenia conopsea,Plantae,131610
37598,109655655,1426235,https://inaturalist-open-data.s3.amazonaws.com/photos/184852745/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37604,109805894,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/185136206/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37605,109806634,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/185137587/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37610,109851369,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/185219931/medium.jpg,Pinus sylvestris hamata,Plantae,864581
37649,110018781,2511740,https://inaturalist-open-data.s3.amazonaws.com/photos/185527361/medium.jpg,Betonica macrantha,Plantae,906115
37780,110704499,1549643,https://inaturalist-open-data.s3.amazonaws.com/photos/186792496/medium.jpeg,Salvia verticillata,Plantae,128689
37790,110705210,1549643,https://inaturalist-open-data.s3.amazonaws.com/photos/186795311/medium.jpeg,Chamaenerion colchicum,Plantae,564922
37791,110705212,1549643,https://inaturalist-open-data.s3.amazonaws.com/photos/186795361/medium.jpeg,Chamaenerion colchicum,Plantae,564922
37792,110705214,1549643,https://inaturalist-open-data.s3.amazonaws.com/photos/186795441/medium.jpeg,Chamaenerion colchicum,Plantae,564922
37794,110705221,1549643,https://inaturalist-open-data.s3.amazonaws.com/photos/186795841/medium.jpeg,Chamaenerion colchicum,Plantae,564922
37817,110833481,1950068,https://inaturalist-open-data.s3.amazonaws.com/photos/187033042/medium.jpg,Bistorta carnea,Plantae,752467
37842,110947704,5136740,https://inaturalist-open-data.s3.amazonaws.com/photos/187240523/medium.jpeg,Rhododendron caucasicum,Plantae,546910
37957,111523578,3228748,https://inaturalist-open-data.s3.amazonaws.com/photos/188275740/medium.jpeg,Phedimus spurius,Plantae,204380
37981,111541981,244474,https://static.inaturalist.org/photos/188307618/medium.jpg,Hippophae rhamnoides,Plantae,163812
38054,111619178,5517408,https://inaturalist-open-data.s3.amazonaws.com/photos/188452121/medium.jpg,Phedimus spurius,Plantae,204380
38064,111629262,3677705,https://inaturalist-open-data.s3.amazonaws.com/photos/188469645/medium.jpg,Gymnadenia conopsea,Plantae,131610
38550,112632809,3338249,https://inaturalist-open-data.s3.amazonaws.com/photos/190257552/medium.jpg,Phedimus spurius,Plantae,204380
38614,112697474,4416992,https://inaturalist-open-data.s3.amazonaws.com/photos/190372210/medium.jpg,Veronica gentianoides,Plantae,509258
38660,112772448,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/190501358/medium.jpg,Veronica gentianoides,Plantae,509258
38680,112819277,2468110,https://inaturalist-open-data.s3.amazonaws.com/photos/190591237/medium.jpeg,Rhododendron luteum,Plantae,129083
38914,113199522,18823,https://inaturalist-open-data.s3.amazonaws.com/photos/23359428/medium.jpeg,Phedimus spurius,Plantae,204380
38989,113355000,5586328,https://inaturalist-open-data.s3.amazonaws.com/photos/191531402/medium.jpg,Salvia verticillata,Plantae,128689
39084,113693292,1420308,https://inaturalist-open-data.s3.amazonaws.com/photos/192068351/medium.jpeg,Rhododendron caucasicum,Plantae,546910
39085,113693294,1420308,https://inaturalist-open-data.s3.amazonaws.com/photos/192068449/medium.jpeg,Hippophae rhamnoides,Plantae,163812
39151,115314692,5365343,https://static.inaturalist.org/photos/194630946/medium.jpg,Rhododendron luteum,Plantae,129083
39372,115948360,1760577,https://inaturalist-open-data.s3.amazonaws.com/photos/195689117/medium.jpeg,Rhododendron luteum,Plantae,129083
39482,116135879,1417423,https://inaturalist-open-data.s3.amazonaws.com/photos/196011196/medium.jpeg,Phedimus spurius,Plantae,204380
39486,116136072,1417423,https://inaturalist-open-data.s3.amazonaws.com/photos/196011610/medium.jpeg,Rhododendron luteum,Plantae,129083
39636,116471062,1371278,https://inaturalist-open-data.s3.amazonaws.com/photos/196600807/medium.jpeg,Phedimus spurius,Plantae,204380
39639,116471077,1371278,https://inaturalist-open-data.s3.amazonaws.com/photos/196602212/medium.jpeg,Rhododendron luteum,Plantae,129083
39666,116533045,5258158,https://inaturalist-open-data.s3.amazonaws.com/photos/196720462/medium.jpeg,Rhododendron caucasicum,Plantae,546910
39696,116588608,1908318,https://static.inaturalist.org/photos/196815647/medium.jpeg,Rhododendron luteum,Plantae,129083
39716,116678294,3202641,https://inaturalist-open-data.s3.amazonaws.com/photos/196978616/medium.jpeg,Phedimus spurius,Plantae,204380
39748,116695546,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/197005087/medium.jpg,Phedimus spurius,Plantae,204380
39755,116695561,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/197005804/medium.jpg,Pinus sylvestris hamata,Plantae,864581
39776,116793993,1104294,https://inaturalist-open-data.s3.amazonaws.com/photos/197181353/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
39835,117259311,1892830,https://inaturalist-open-data.s3.amazonaws.com/photos/198013087/medium.jpeg,Veronica gentianoides,Plantae,509258
39838,117269415,5571975,https://inaturalist-open-data.s3.amazonaws.com/photos/198032517/medium.jpeg,Veronica gentianoides,Plantae,509258
39864,117304177,13246,https://inaturalist-open-data.s3.amazonaws.com/photos/198071176/medium.jpg,Veronica gentianoides,Plantae,509258
39949,117709898,1892830,https://inaturalist-open-data.s3.amazonaws.com/photos/198823521/medium.jpeg,Rhododendron luteum,Plantae,129083
39981,117750828,1417423,https://inaturalist-open-data.s3.amazonaws.com/photos/198890671/medium.jpg,Rhododendron luteum,Plantae,129083
40043,118151525,2407913,https://inaturalist-open-data.s3.amazonaws.com/photos/199595986/medium.jpeg,Rhododendron luteum,Plantae,129083
40047,118152082,2407913,https://inaturalist-open-data.s3.amazonaws.com/photos/199596962/medium.jpeg,Phedimus spurius,Plantae,204380
40049,118152278,2407913,https://inaturalist-open-data.s3.amazonaws.com/photos/199597440/medium.jpeg,Veronica gentianoides,Plantae,509258
40056,118225438,2407913,https://inaturalist-open-data.s3.amazonaws.com/photos/199722151/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
40062,118287479,1293999,https://static.inaturalist.org/photos/199833378/medium.jpeg,Rhododendron luteum,Plantae,129083
40080,118477890,5642286,https://static.inaturalist.org/photos/200181374/medium.jpg,Rhododendron caucasicum,Plantae,546910
40131,118784295,5194300,https://inaturalist-open-data.s3.amazonaws.com/photos/200661897/medium.jpeg,Salvia verticillata,Plantae,128689
40135,118801320,5194300,https://inaturalist-open-data.s3.amazonaws.com/photos/200732382/medium.jpeg,Phedimus spurius,Plantae,204380
40148,118806497,5194300,https://inaturalist-open-data.s3.amazonaws.com/photos/200762251/medium.jpeg,Rhododendron caucasicum,Plantae,546910
40150,118815908,5642286,https://static.inaturalist.org/photos/200797691/medium.jpg,Rhododendron luteum,Plantae,129083
40220,119127057,2407913,https://inaturalist-open-data.s3.amazonaws.com/photos/201345322/medium.jpeg,Rhododendron luteum,Plantae,129083
40226,119190026,5714965,https://inaturalist-open-data.s3.amazonaws.com/photos/201463095/medium.jpeg,Rhododendron luteum,Plantae,129083
40238,119220386,5571975,https://inaturalist-open-data.s3.amazonaws.com/photos/201516666/medium.jpeg,Salvia verticillata,Plantae,128689
40246,119287980,5250845,https://static.inaturalist.org/photos/201631585/medium.jpg,Pinus sylvestris hamata,Plantae,864581
40254,119422124,4434972,https://static.inaturalist.org/photos/201875868/medium.jpg,Veronica gentianoides,Plantae,509258
40271,119446917,4434972,https://static.inaturalist.org/photos/201918336/medium.jpg,Rhododendron caucasicum,Plantae,546910
40272,119448087,4434972,https://static.inaturalist.org/photos/201920665/medium.jpg,Rhododendron caucasicum,Plantae,546910
40283,119451292,5194300,https://inaturalist-open-data.s3.amazonaws.com/photos/201923740/medium.jpeg,Betonica macrantha,Plantae,906115
40285,119451987,4434972,https://static.inaturalist.org/photos/201927525/medium.jpg,Veronica gentianoides,Plantae,509258
40288,119453582,4434972,https://static.inaturalist.org/photos/201930552/medium.jpg,Hippophae rhamnoides,Plantae,163812
40289,119453688,4434972,https://static.inaturalist.org/photos/201930704/medium.jpg,Rhododendron caucasicum,Plantae,546910
